1,1,3,1,2,1,True,0.01,True,0.005,True,0.005,65.52,62.07,62.07,48.28,62.07,58.62,62.07,55.17,62.07,51.72,62.07,58.62,6.9,3.45,10.34,51.72,3.45,17.24,6.9,10.34,10.34,24.14,13.79,6.9
2,1,3,1,2,1,True,0.05,True,0.025,True,0.025,65.52,62.07,62.07,48.28,62.07,58.62,62.07,55.17,62.07,51.72,62.07,58.62,24.14,24.14,13.79,51.72,20.69,24.14,13.79,10.34,24.14,27.59,31.03,34.48
5,1,3,2,2,1,True,0.01,True,0.005,True,0.005,65.52,62.07,62.07,48.28,62.07,58.62,62.07,55.17,62.07,51.72,62.07,58.62,24.14,55.17,34.48,20.69,10.34,51.72,24.14,10.34,27.59,10.34,27.59,34.48
6,1,3,2,2,1,True,0.05,True,0.025,True,0.025,65.52,62.07,62.07,48.28,62.07,58.62,62.07,55.17,62.07,51.72,62.07,58.62,17.24,13.79,13.79,51.72,3.45,10.34,6.9,13.79,13.79,17.24,34.48,13.79
3,1,3,1,2,2,True,0.01,True,0.005,True,0.005,65.52,62.07,62.07,48.28,62.07,58.62,62.07,55.17,62.07,51.72,62.07,58.62,13.79,24.14,20.69,20.69,10.34,27.59,31.03,6.9,13.79,10.34,6.9,13.79
4,1,3,1,2,2,True,0.05,True,0.025,True,0.025,65.52,62.07,62.07,48.28,62.07,58.62,62.07,55.17,62.07,51.72,62.07,58.62,10.34,10.34,17.24,34.48,48.28,10.34,24.14,6.9,13.79,41.38,24.14,17.24
7,1,3,2,2,2,True,0.01,True,0.005,True,0.005,65.52,62.07,62.07,48.28,62.07,58.62,62.07,55.17,62.07,51.72,62.07,58.62,24.14,20.69,20.69,51.72,3.45,24.14,20.69,20.69,20.69,13.79,17.24,20.69
9,1,5,3,2,1,True,0.01,True,0.005,True,0.005,65.52,62.07,62.07,48.28,62.07,58.62,62.07,55.17,62.07,51.72,62.07,58.62,10.34,10.34,34.48,3.45,51.72,27.59,24.14,17.24,20.69,6.9,6.9,20.69
10,1,5,3,2,1,True,0.05,True,0.025,True,0.025,65.52,62.07,62.07,48.28,62.07,58.62,62.07,55.17,62.07,51.72,62.07,58.62,37.93,41.38,24.14,13.79,13.79,44.83,20.69,24.14,51.72,44.83,24.14,37.93
8,1,3,2,2,2,True,0.05,True,0.025,True,0.025,65.52,62.07,62.07,48.28,62.07,58.62,62.07,55.17,62.07,51.72,62.07,58.62,27.59,20.69,44.83,24.14,51.72,31.03,37.93,37.93,17.24,20.69,20.69,13.79
11,1,5,3,2,2,True,0.01,True,0.005,True,0.005,65.52,62.07,62.07,48.28,62.07,58.62,62.07,55.17,62.07,51.72,62.07,58.62,10.34,13.79,31.03,13.79,6.9,44.83,3.45,13.79,6.9,13.79,10.34,0.0
12,1,5,3,2,2,True,0.05,True,0.025,True,0.025,65.52,62.07,62.07,48.28,62.07,58.62,62.07,55.17,62.07,51.72,62.07,58.62,34.48,27.59,31.03,3.45,24.14,27.59,17.24,17.24,37.93,34.48,37.93,17.24
17,2,7,1,2,1,True,0.01,True,0.005,True,0.005,58.64,48.44,54.76,48.44,58.88,54.12,65.32,47.52,60.32,48.52,48.52,52.76,23.24,14.92,25.68,48.24,32.52,22.8,25.16,23.08,23.24,33.04,33.0,34.2
18,2,7,1,2,1,True,0.05,True,0.025,True,0.025,58.64,48.44,54.76,48.44,58.88,54.12,65.32,47.52,60.32,48.52,48.52,52.76,48.04,26.44,42.28,17.12,46.0,41.4,45.8,47.76,47.04,46.96,47.24,46.96
21,2,7,2,2,1,True,0.01,True,0.005,True,0.005,58.64,48.44,54.76,48.44,58.88,54.12,65.32,47.52,60.32,48.52,48.52,52.76,10.44,12.64,22.52,0.56,23.8,17.68,6.72,9.96,10.08,21.6,30.16,20.28
13,1,4,4,2,1,True,0.01,True,0.005,True,0.005,65.52,62.07,62.07,48.28,62.07,58.62,62.07,55.17,62.07,51.72,62.07,58.62,13.79,20.69,27.59,6.9,6.9,17.24,10.34,17.24,17.24,17.24,20.69,13.79
14,1,4,4,2,1,True,0.05,True,0.025,True,0.025,65.52,62.07,62.07,48.28,62.07,58.62,62.07,55.17,62.07,51.72,62.07,58.62,20.69,10.34,37.93,51.72,51.72,27.59,34.48,24.14,31.03,31.03,34.48,27.59
15,1,4,4,2,2,True,0.01,True,0.005,True,0.005,65.52,62.07,62.07,48.28,62.07,58.62,62.07,55.17,62.07,51.72,62.07,58.62,31.03,44.83,48.28,3.45,51.72,27.59,27.59,27.59,24.14,31.03,31.03,34.48
16,1,4,4,2,2,True,0.05,True,0.025,True,0.025,65.52,62.07,62.07,48.28,62.07,58.62,62.07,55.17,62.07,51.72,62.07,58.62,24.14,17.24,37.93,51.72,51.72,20.69,37.93,24.14,24.14,20.69,24.14,27.59
22,2,4,2,2,1,True,0.05,True,0.025,True,0.025,58.64,48.44,54.76,48.44,58.88,54.12,65.32,47.52,60.32,48.52,48.52,52.76,35.08,23.76,34.56,16.64,44.16,32.56,36.08,33.72,30.84,47.08,48.36,47.32
19,2,4,1,2,2,True,0.01,True,0.005,True,0.005,58.64,48.44,54.76,48.44,58.88,54.12,65.32,47.52,60.32,48.52,48.52,52.76,14.48,10.88,20.56,26.84,14.4,16.36,12.44,14.04,13.32,20.44,17.76,16.48
20,2,4,1,2,2,True,0.05,True,0.025,True,0.025,58.64,48.44,54.76,48.44,58.88,54.12,65.32,47.52,60.32,48.52,48.52,52.76,17.76,11.84,24.6,1.24,23.2,18.96,25.12,15.88,17.76,39.08,39.6,34.2
29,2,4,4,2,1,True,0.01,True,0.005,True,0.005,58.64,48.44,54.76,48.44,58.88,54.12,65.32,47.52,60.32,48.52,48.52,52.76,17.68,13.88,22.96,37.36,27.24,22.2,20.2,19.56,17.52,31.92,33.64,32.36
25,2,10,3,2,1,True,0.01,True,0.005,True,0.005,58.64,48.44,54.76,48.44,58.88,54.12,65.32,47.52,60.32,48.52,48.52,52.76,14.08,10.96,21.0,0.16,16.16,17.04,15.92,12.44,11.44,23.68,25.4,20.56
26,2,10,3,2,1,True,0.05,True,0.025,True,0.025,58.64,48.44,54.76,48.44,58.88,54.12,65.32,47.52,60.32,48.52,48.52,52.76,41.04,20.04,36.6,37.92,46.12,33.28,38.72,42.16,39.72,47.28,47.08,47.08
24,2,4,2,2,2,True,0.05,True,0.025,True,0.025,58.64,48.44,54.76,48.44,58.88,54.12,65.32,47.52,60.32,48.52,48.52,52.76,37.76,16.8,29.88,18.6,40.92,28.68,40.32,39.84,34.28,47.36,47.52,45.68
23,2,4,2,2,2,True,0.01,True,0.005,True,0.005,58.64,48.44,54.76,48.44,58.88,54.12,65.32,47.52,60.32,48.52,48.52,52.76,8.32,11.2,18.6,2.88,9.8,14.16,6.8,8.64,8.16,4.92,4.96,5.36
28,2,10,3,2,2,True,0.05,True,0.025,True,0.025,58.64,48.44,54.76,48.44,58.88,54.12,65.32,47.52,60.32,48.52,48.52,52.76,16.92,12.72,20.44,0.16,17.16,18.24,15.36,21.04,15.64,32.44,33.56,21.8
27,2,10,3,2,2,True,0.01,True,0.005,True,0.005,58.64,48.44,54.76,48.44,58.88,54.12,65.32,47.52,60.32,48.52,48.52,52.76,8.52,10.28,19.96,12.16,12.56,17.6,3.36,10.2,9.52,10.64,13.08,11.04
30,2,4,4,2,1,True,0.05,True,0.025,True,0.025,58.64,48.44,54.76,48.44,58.88,54.12,65.32,47.52,60.32,48.52,48.52,52.76,43.84,20.76,33.44,46.32,45.08,35.8,42.08,43.8,39.24,48.8,49.52,48.2
34,3,4,1,2,1,True,0.05,True,0.025,True,0.025,85.58,79.93,82.27,80.9,76.38,82.92,79.7,85.2,85.57,79.54,82.76,81.41,74.45,63.54,68.84,77.64,76.38,69.17,76.4,74.76,74.5,76.38,74.88,74.75
33,3,4,1,2,1,True,0.01,True,0.005,True,0.005,85.58,79.93,82.27,80.9,76.38,82.92,79.7,85.2,85.57,79.54,82.76,81.41,74.73,61.71,52.81,35.15,76.38,65.25,76.63,75.93,75.04,76.38,76.37,75.32
32,2,4,4,2,2,True,0.05,True,0.025,True,0.025,58.64,48.44,54.76,48.44,58.88,54.12,65.32,47.52,60.32,48.52,48.52,52.76,36.68,17.8,32.32,9.92,43.4,29.4,34.4,39.2,31.88,49.88,50.48,48.76
31,2,4,4,2,2,True,0.01,True,0.005,True,0.005,58.64,48.44,54.76,48.44,58.88,54.12,65.32,47.52,60.32,48.52,48.52,52.76,9.4,9.2,17.48,40.96,9.72,13.72,9.88,9.88,9.72,8.72,8.68,9.72
36,3,4,1,2,2,True,0.05,True,0.025,True,0.025,85.58,79.93,82.27,80.9,76.38,82.92,79.7,85.2,85.57,79.54,82.76,81.41,77.42,71.67,76.24,23.57,76.38,76.56,76.49,76.86,77.26,76.89,76.73,76.38
35,3,4,1,2,2,True,0.01,True,0.005,True,0.005,85.58,79.93,82.27,80.9,76.38,82.92,79.7,85.2,85.57,79.54,82.76,81.41,73.4,66.59,52.54,53.55,23.62,57.0,76.44,73.36,73.4,23.62,58.52,63.74
42,3,2,3,2,1,True,0.05,True,0.025,True,0.025,85.58,79.93,82.27,80.9,76.38,82.92,79.7,85.2,85.57,79.54,82.76,81.41,78.85,70.63,74.49,23.17,76.38,75.73,28.77,78.97,78.83,76.36,77.67,77.96
37,3,4,2,2,1,True,0.01,True,0.005,True,0.005,85.58,79.93,82.27,80.9,76.38,82.92,79.7,85.2,85.57,79.54,82.76,81.41,76.65,70.09,71.91,46.16,23.62,74.12,33.84,76.78,76.76,76.35,64.93,73.1
41,3,2,3,2,1,True,0.01,True,0.005,True,0.005,85.58,79.93,82.27,80.9,76.38,82.92,79.7,85.2,85.57,79.54,82.76,81.41,72.6,62.88,69.58,62.37,76.38,69.93,26.01,72.57,72.6,76.24,76.27,75.93
38,3,4,2,2,1,True,0.05,True,0.025,True,0.025,85.58,79.93,82.27,80.9,76.38,82.92,79.7,85.2,85.57,79.54,82.76,81.41,79.67,66.86,75.17,72.8,76.38,75.03,75.93,79.67,79.67,76.33,76.44,76.35
43,3,2,3,2,2,True,0.01,True,0.005,True,0.005,85.58,79.93,82.27,80.9,76.38,82.92,79.7,85.2,85.57,79.54,82.76,81.41,61.23,64.04,40.65,72.96,76.38,55.43,25.16,50.48,59.64,76.39,31.94,43.06
