1,1,3,2,1,3,True,0.01,True,0.005,True,0.005,48.28,44.83,55.17,58.62,55.17,51.72,44.83,44.83,44.83,44.83,44.83,51.72,34.48,24.14,34.48,58.62,17.24,27.59,24.14,41.38,31.03,51.72,55.17,37.93
2,1,3,2,1,3,True,0.02,True,0.01,True,0.01,48.28,44.83,55.17,58.62,55.17,51.72,44.83,44.83,44.83,44.83,44.83,51.72,31.03,20.69,13.79,24.14,55.17,10.34,10.34,27.59,31.03,20.69,13.79,13.79
3,1,3,2,1,3,True,0.05,True,0.025,True,0.025,48.28,44.83,55.17,58.62,55.17,51.72,44.83,44.83,44.83,44.83,44.83,51.72,20.69,27.59,17.24,24.14,58.62,41.38,41.38,20.69,27.59,44.83,48.28,24.14
4,1,3,2,1,3,True,0.1,True,0.05,True,0.05,48.28,44.83,55.17,58.62,55.17,51.72,44.83,44.83,44.83,44.83,44.83,51.72,44.83,44.83,44.83,17.24,55.17,24.14,51.72,27.59,34.48,44.83,44.83,31.03
5,1,3,2,1,3,True,0.2,True,0.1,True,0.1,48.28,44.83,55.17,58.62,55.17,51.72,44.83,44.83,44.83,44.83,44.83,51.72,44.83,13.79,51.72,55.17,58.62,24.14,27.59,24.14,44.83,41.38,48.28,44.83
6,1,3,2,1,3,True,0.5,True,0.25,True,0.25,48.28,44.83,55.17,58.62,55.17,51.72,44.83,44.83,44.83,44.83,44.83,51.72,24.14,17.24,27.59,13.79,17.24,34.48,17.24,13.79,17.24,10.34,6.9,31.03
7,1,3,2,1,3,True,1,True,0.5,True,0.5,48.28,44.83,55.17,58.62,55.17,51.72,44.83,44.83,44.83,44.83,44.83,51.72,55.17,41.38,24.14,58.62,13.79,34.48,37.93,37.93,48.28,44.83,58.62,44.83
8,1,3,2,2,3,True,0.01,True,0.005,True,0.005,48.28,44.83,55.17,58.62,55.17,51.72,44.83,44.83,44.83,44.83,44.83,51.72,31.03,31.03,20.69,58.62,17.24,24.14,44.83,41.38,24.14,41.38,37.93,17.24
9,1,3,2,2,3,True,0.02,True,0.01,True,0.01,48.28,44.83,55.17,58.62,55.17,51.72,44.83,44.83,44.83,44.83,44.83,51.72,6.9,13.79,17.24,34.48,20.69,6.9,17.24,6.9,0.0,10.34,13.79,10.34
10,1,3,2,2,3,True,0.05,True,0.025,True,0.025,48.28,44.83,55.17,58.62,55.17,51.72,44.83,44.83,44.83,44.83,44.83,51.72,13.79,20.69,24.14,17.24,3.45,20.69,31.03,10.34,27.59,6.9,10.34,17.24
11,1,3,2,2,3,True,0.1,True,0.05,True,0.05,48.28,44.83,55.17,58.62,55.17,51.72,44.83,44.83,44.83,44.83,44.83,51.72,37.93,27.59,24.14,13.79,55.17,27.59,10.34,27.59,24.14,41.38,41.38,27.59
13,1,3,2,2,3,True,0.5,True,0.25,True,0.25,48.28,44.83,55.17,58.62,55.17,51.72,44.83,44.83,44.83,44.83,44.83,51.72,6.9,27.59,20.69,6.9,13.79,10.34,13.79,6.9,3.45,13.79,10.34,13.79
14,1,3,2,2,3,True,1,True,0.5,True,0.5,48.28,44.83,55.17,58.62,55.17,51.72,44.83,44.83,44.83,44.83,44.83,51.72,20.69,24.14,34.48,13.79,17.24,27.59,24.14,17.24,17.24,13.79,24.14,24.14
12,1,3,2,2,3,True,0.2,True,0.1,True,0.1,48.28,44.83,55.17,58.62,55.17,51.72,44.83,44.83,44.83,44.83,44.83,51.72,41.38,41.38,17.24,48.28,6.9,17.24,44.83,27.59,44.83,51.72,41.38,13.79
17,1,3,2,3,3,True,0.05,True,0.025,True,0.025,48.28,44.83,55.17,58.62,55.17,51.72,44.83,44.83,44.83,44.83,44.83,51.72,3.45,27.59,13.79,13.79,13.79,13.79,13.79,13.79,3.45,13.79,13.79,10.34
16,1,3,2,3,3,True,0.02,True,0.01,True,0.01,48.28,44.83,55.17,58.62,55.17,51.72,44.83,44.83,44.83,44.83,44.83,51.72,6.9,6.9,10.34,10.34,3.45,17.24,6.9,6.9,10.34,3.45,6.9,17.24
20,1,3,2,3,3,True,0.5,True,0.25,True,0.25,48.28,44.83,55.17,58.62,55.17,51.72,44.83,44.83,44.83,44.83,44.83,51.72,13.79,17.24,6.9,17.24,6.9,6.9,13.79,10.34,10.34,20.69,13.79,13.79
21,1,3,2,3,3,True,1,True,0.5,True,0.5,48.28,44.83,55.17,58.62,55.17,51.72,44.83,44.83,44.83,44.83,44.83,51.72,20.69,13.79,41.38,3.45,58.62,20.69,27.59,17.24,13.79,6.9,6.9,20.69
18,1,3,2,3,3,True,0.1,True,0.05,True,0.05,48.28,44.83,55.17,58.62,55.17,51.72,44.83,44.83,44.83,44.83,44.83,51.72,6.9,24.14,27.59,10.34,6.9,13.79,17.24,13.79,17.24,6.9,20.69,17.24
19,1,3,2,3,3,True,0.2,True,0.1,True,0.1,48.28,44.83,55.17,58.62,55.17,51.72,44.83,44.83,44.83,44.83,44.83,51.72,44.83,24.14,13.79,13.79,13.79,20.69,31.03,24.14,24.14,20.69,17.24,24.14
15,1,3,2,3,3,True,0.01,True,0.005,True,0.005,48.28,44.83,55.17,58.62,55.17,51.72,44.83,44.83,44.83,44.83,44.83,51.72,44.83,31.03,27.59,13.79,3.45,27.59,24.14,55.17,34.48,41.38,41.38,41.38
23,2,3,2,1,3,True,0.02,True,0.01,True,0.01,60.52,50.68,54.2,41.52,59.12,55.76,63.96,52.0,61.6,52.0,52.0,56.36,15.8,9.68,21.4,5.36,14.68,18.32,11.48,17.44,13.84,25.32,25.36,17.8
28,2,3,2,1,3,True,1,True,0.5,True,0.5,60.52,50.68,54.2,41.52,59.12,55.76,63.96,52.0,61.6,52.0,52.0,56.36,53.4,25.72,43.8,45.4,51.12,44.4,53.8,49.08,55.0,49.72,50.24,51.2
