1,14,992227134627274
2,11.269925827898026
3,9.075650211483019
4,8.146092804303038
5,4.688468136146379
6,4.23750969217621
7,12.978014074167081
13,8.598267086485668
14,8.47706775109716
8,12.197354789703752
9,11.030955488925166
10,11.917701376686097
11,8.769367031210741
12,8.878954940478023
15,5.903413565587332
16,6.250656420954716
17,4.976574819354805
18,3.6271773164505206
19,6.1686716761906775
20,7.514759330614546
21,7.857827286719661
25,2.8461100028924387
26,1.264107323984729
27,0.6900738059195959
28,0.35644299357739556
22,6.837641280256062
23,6.517059301065985
24,5.27678041697653
29,0.14463654268272114
30,0.05782684492432189
32,5.3074932796515855
34,2.9697953416215905
33,4.137852980547242
31,6.366373656123189
35,1.780098919871147
37,4.249694956915552
38,1.6066691819333836
39,0.7508995137650383
40,0.24167221054860163
41,0.1562126105110706
42,0.162382288639132
36,1.2240045944410622
49,12.16766190361028
44,3.724698114191076
43,4.916474863911134
48,0.6326319015707992
46,3.5212012464194546
47,1.6096547119252367
45,2.1390545382566164
50,10.365876175873524
51,8.428008711457387
52,7.096982499319186
53,5.965634785529399
54,5.648214447289664
55,11.656394722657597
56,12.54853307240766
61,8.305958004503664
63,4.240045921018052
62,5.991450014849269
59,12.619725602285707
58,14.098485487282568
57,13.469371731762024
60,11.680209338663156
65,4.795713230934347
66,4.827798922645426
64,3.5162152202199457
69,6.109194316522559
67,5.75762289534924
68,8.496875541204945
70,5.584741139557302
